date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:34	27324/27324	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG6	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG6.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:35	76433/76433	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:36	19090/19090	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG2	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG2.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:37	25546/25546	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG5	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/SNPWG5.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:39	39428/39428	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/NtM_Chart-correction_XML	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/NtM_Chart-correction_XML.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:39	20950/20950	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Oct%202023%2007:03:18%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/SDs/S-100_Gap_Analysis	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/SDs/S-100_Gap_Analysis.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:40	23861/23861	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Legacy_NIPWG_entry_site	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Legacy_NIPWG_entry_site.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:41	32629/32629	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:08:41%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:RecentChanges	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_RecentChanges	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:42	18839/18839	---MC-	200	added ('OK')	text/html	date:Tue,%2003%20Oct%202023%2005:42:03%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Sitesupport-url	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Sitesupport-url.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:43	17623/17623	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Sandbox	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Sandbox.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:44	18080/18080	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:08:44%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:WhatLinksHere/Main_Page	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_WhatLinksHere/Main_Page	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:45	34719/34719	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:08:45%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:RecentChangesLinked/Main_Page	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_RecentChangesLinked/Main_Page	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:47	27490/27490	---MC-	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2010:08:47%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:SpecialPages	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_SpecialPages.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:48	19721/19721	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2003:16:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/IHO_Nautical_Information_Processing_Working_Group:Privacy_policy	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/IHO_Nautical_Information_Processing_Working_Group_Privacy_policy.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:49	18787/18787	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/IHO_Nautical_Information_Processing_Working_Group:About	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/IHO_Nautical_Information_Processing_Working_Group_About.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:50	16794/16794	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:08:50%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/IHO_Nautical_Information_Processing_Working_Group:General_disclaimer	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/IHO_Nautical_Information_Processing_Working_Group_General_disclaimer	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:50	3839/3839	---M--	200	added ('OK')	image/png	etag:%22eff-5fc4e7023ff91%22	http://wp12183585.server-he.de/npubwiki/wiki/resources/assets/poweredby_mediawiki_88x31.png	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/resources/assets/poweredby_mediawiki_88x31.png	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/Main_Page)
11:08:51	21107/21107	---MC-	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2010:08:52%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:WhatLinksHere/NIPWG_S-122_marine_protected_areas	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_WhatLinksHere/NIPWG_S-122_marine_protected_areas.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-122_marine_protected_areas)
11:08:53	35662/35662	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:08:53%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:RecentChangesLinked/NIPWG_S-122_marine_protected_areas	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_RecentChangesLinked/NIPWG_S-122_marine_protected_areas	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-122_marine_protected_areas)
11:08:54	20627/20627	---MC-	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2010:08:55%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:WhatLinksHere/S-122_MPA_Best_Practices	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_WhatLinksHere/S-122_MPA_Best_Practices.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/S-122_MPA_Best_Practices)
11:08:56	35312/35312	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:08:56%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:RecentChangesLinked/S-122_MPA_Best_Practices	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_RecentChangesLinked/S-122_MPA_Best_Practices	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/S-122_MPA_Best_Practices)
11:08:57	20925/20925	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:MRCC_CGStation_ControlCenter_RadioStation.docx	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_MRCC_CGStation_ControlCenter_RadioStation.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:08:58	20583/20583	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:RadiocommunicationsModelingIssues.docx	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_RadiocommunicationsModelingIssues.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:08:59	20275/20275	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:S123_NAVTEX.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_S123_NAVTEX.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:00	20545/20545	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:S123_VTS_Warnem%c3%bcnde.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_S123_VTS_Warnem%c3%bcnde.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:01	20711/20711	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:Example_Marine_Radio_Stations.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_Example_Marine_Radio_Stations.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:02	21357/21357	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:Example_Radio_Weather_Services_and_Navigational_Warnings.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_Example_Radio_Weather_Services_and_Navigational_Warnings.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:02	20973/20973	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:Example_PENANG_RADIO_Document_08_05_2022.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_Example_PENANG_RADIO_Document_08_05_2022.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:04	21429/21429	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:Example_GUANGZHOU_RADIO_Document_08_05_2022_updated20170619.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_Example_GUANGZHOU_RADIO_Document_08_05_2022_updated20170619.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:05	21657/21657	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:Example_Automatic_Identification_System_(AIS)_and_Radio_Beacon_DGNSS.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_Example_Automatic_Identification_System_(AIS)_and_Radio_Beacon_DGNSS.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:06	22102/22102	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:New_definition_Areas_A1-A4.PNG	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_New_definition_Areas_A1-A4.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:07	21095/21095	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:HALIFAX_COAST_GUARD_RADIO_Document_26_05_2022.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_HALIFAX_COAST_GUARD_RADIO_Document_26_05_2022.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:08	20517/20517	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:ITU_Canada_CP_notes.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_ITU_Canada_CP_notes.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:09	21815/21815	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:NIPWG03_2016_26.1.1_EN_S-123_ProdSpec_Radio_Services_Sample_data_sets_v1.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_NIPWG03_2016_26.1.1_EN_S-123_ProdSpec_Radio_Services_Sample_data_sets_v1.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:10	20833/20833	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:Radiocommunications_Remodeling_SJC.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_Radiocommunications_Remodeling_SJC.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:11	20977/20977	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:RadioServiceAreas-Examples-Remodeling-RM.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_RadioServiceAreas-Examples-Remodeling-RM.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:12	20701/20701	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:NIPWG_use_case_for_overlapping_data_draft.docx	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_NIPWG_use_case_for_overlapping_data_draft.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:13	20457/20457	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:GMDSS-Remodeling-1.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_GMDSS-Remodeling-1.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:14	20455/20455	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/File:GMDSS-Remodeling-2.pdf	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/File_GMDSS-Remodeling-2.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:15	18643/18643	---MC-	200	added ('OK')	text/html	date:Thu,%2010%20Aug%202023%2001:18:31%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Talk:NIPWG_S-123_marine_radio_services	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Talk_NIPWG_S-123_marine_radio_services.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:16	18750/18750	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:09:16%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:WhatLinksHere/NIPWG_S-123_marine_radio_services	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_WhatLinksHere/NIPWG_S-123_marine_radio_services	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:18	35557/35557	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:09:17%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:RecentChangesLinked/NIPWG_S-123_marine_radio_services	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_RecentChangesLinked/NIPWG_S-123_marine_radio_services	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/NIPWG_S-123_marine_radio_services)
11:09:19	20627/20627	---MC-	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2010:09:19%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:WhatLinksHere/S-123_MRS_Best_Practices	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_WhatLinksHere/S-123_MRS_Best_Practices.html	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/S-123_MRS_Best_Practices)
11:09:21	35312/35312	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Nov%202024%2010:09:20%20GMT	http://wp12183585.server-he.de/npubwiki/wiki/index.php/Special:RecentChangesLinked/S-123_MRS_Best_Practices	C:/My%20Web%20Sites/NIPWG/wp12183585.server-he.de/npubwiki/wiki/index.php/Special_RecentChangesLinked/S-123_MRS_Best_Practices	(from http://wp12183585.server-he.de/npubwiki/wiki/index.php/S-123_MRS_Best_Practices)
